Product,Category,Price,Discount,Promotion,Rating,Reviews,Source
,watches,"₹2,999",88% off,No promotion,3.1 out of 5 stars,"2,577",Amazon
,watches,"₹1,615",10% off,No promotion,4.3 out of 5 stars,21,Amazon
,watches,"₹1,499",62% off,No promotion,4.0 out of 5 stars,"15,881",Amazon
,watches,₹319.25,"Buy 3 items, get 3% off",No promotion,,,Amazon
,watches,"₹1,795",10% off,No promotion,4.4 out of 5 stars,259,Amazon
,watches,₹279,77% off,No promotion,3.0 out of 5 stars,16,Amazon
,watches,"₹2,495",Up to 5% back with Amazon Pay ICICI card,No promotion,4.5 out of 5 stars,754,Amazon
,watches,₹494,4% off,No promotion,4.1 out of 5 stars,"76,696",Amazon
,watches,₹249,58% off,No promotion,3.6 out of 5 stars,"2,355",Amazon
,watches,"₹2,580",60% off,No promotion,4.3 out of 5 stars,49,Amazon
,watches,₹956,11% off,No promotion,4.1 out of 5 stars,557,Amazon
,watches,"₹7,740",,No promotion,4.4 out of 5 stars,289,Amazon
,watches,"₹21,495",,No promotion,4.2 out of 5 stars,403,Amazon
,watches,₹899,Up to 5% back with Amazon Pay ICICI card,No promotion,4.2 out of 5 stars,"4,500",Amazon
,watches,"₹1,099",91% off,No promotion,4.0 out of 5 stars,"36,033",Amazon
,watches,₹359,84% off,No promotion,3.4 out of 5 stars,35,Amazon
,watches,₹359,85% off,No promotion,3.7 out of 5 stars,"2,059",Amazon
,watches,₹339,85% off,No promotion,3.4 out of 5 stars,"12,019",Amazon
,watches,₹326,67% off,No promotion,4.6 out of 5 stars,24,Amazon
